t_s,phase,channel,unit,value
62.878,static,VCC_PSFP_I,A,0.1904
62.878,static,VCC_PSFP,W,0.1679
62.878,static,VCC_PSLP_CPM5_V,V,0.8788
62.878,static,VCC_PSLP_CPM5_I,A,1.959
62.878,static,VCC_PSLP_CPM5,W,1.7213
62.878,static,VCC1V1_LP4_V,V,1.1025
62.929,static,VCC1V1_LP4_I,A,1.09
62.929,static,VCC1V1_LP4,W,1.2032
62.929,static,VCCAUX_V,V,1.5037
62.929,static,VCCAUX_I,A,0.758
62.929,static,VCCAUX,W,1.1414
62.929,static,VCCAUX_PMC_V,V,1.5025
62.929,static,VCCAUX_PMC_I,A,0.088
62.929,static,VCCAUX_PMC,W,0.132
63.431,static,VCCINT_V,V,0.805
63.431,static,VCCINT_I,A,4.4241
63.481,static,VCCINT,W,3.5403
63.481,static,VCC_SOC_V,V,0.805
63.481,static,VCC_SOC_I,A,3.9248
63.481,static,VCC_SOC,W,3.1664
63.481,static,VCC_PMC_V,V,0.8788
63.481,static,VCC_PMC_I,A,0.152
63.481,static,VCC_PMC,W,0.1328
63.481,static,VCC_PSFP_V,V,0.8813
63.481,static,VCC_PSFP_I,A,0.1904
63.481,static,VCC_PSFP,W,0.1679
63.481,static,VCC_PSLP_CPM5_V,V,0.8788
63.532,static,VCC_PSLP_CPM5_I,A,1.9585
63.532,static,VCC_PSLP_CPM5,W,1.7167
63.532,static,VCC1V1_LP4_V,V,1.1025
63.532,static,VCC1V1_LP4_I,A,1.09
63.532,static,VCC1V1_LP4,W,1.1953
63.532,static,VCCAUX_V,V,1.5037
63.532,static,VCCAUX_I,A,0.759
63.532,static,VCCAUX,W,1.1414
63.532,static,VCCAUX_PMC_V,V,1.5025
63.532,static,VCCAUX_PMC_I,A,0.088
63.532,static,VCCAUX_PMC,W,0.132
64.034,static,VCCINT_V,V,0.805
64.034,static,VCCINT_I,A,5.0736
64.034,static,VCCINT,W,4.0286
64.084,static,VCC_SOC_V,V,0.8062
64.084,static,VCC_SOC_I,A,3.9202
64.084,static,VCC_SOC,W,3.1473
64.084,static,VCC_PMC_V,V,0.8775
64.084,static,VCC_PMC_I,A,0.152
64.084,static,VCC_PMC,W,0.1336
64.084,static,VCC_PSFP_V,V,0.8813
64.084,static,VCC_PSFP_I,A,0.1904
64.084,static,VCC_PSFP,W,0.1679
64.084,static,VCC_PSLP_CPM5_V,V,0.8775
64.084,static,VCC_PSLP_CPM5_I,A,1.9585
64.084,static,VCC_PSLP_CPM5,W,1.7167
64.134,static,VCC1V1_LP4_V,V,1.1013
64.134,static,VCC1V1_LP4_I,A,1.1
64.134,static,VCC1V1_LP4,W,1.211
64.134,static,VCCAUX_V,V,1.5037
64.134,static,VCCAUX_I,A,0.7599
64.134,static,VCCAUX,W,1.1445
64.134,static,VCCAUX_PMC_V,V,1.5037
64.134,static,VCCAUX_PMC_I,A,0.088
64.134,static,VCCAUX_PMC,W,0.1328
64.687,static,VCCINT_V,V,0.805
64.687,static,VCCINT_I,A,5.098
64.687,static,VCCINT,W,4.0286
64.687,static,VCC_SOC_V,V,0.8062
64.687,static,VCC_SOC_I,A,3.9202
64.687,static,VCC_SOC,W,3.1473
64.687,static,VCC_PMC_V,V,0.8775
64.687,static,VCC_PMC_I,A,0.152
64.687,static,VCC_PMC,W,0.1336
64.687,static,VCC_PSFP_V,V,0.8813
64.687,static,VCC_PSFP_I,A,0.19
64.687,static,VCC_PSFP,W,0.1679
64.687,static,VCC_PSLP_CPM5_V,V,0.8775
64.687,static,VCC_PSLP_CPM5_I,A,1.9581
64.687,static,VCC_PSLP_CPM5,W,1.7167
64.687,static,VCC1V1_LP4_V,V,1.1013
64.737,static,VCC1V1_LP4_I,A,1.085
64.737,static,VCC1V1_LP4,W,1.1953
64.737,static,VCCAUX_V,V,1.5037
64.737,static,VCCAUX_I,A,0.759
64.737,static,VCCAUX,W,1.1414
64.737,static,VCCAUX_PMC_V,V,1.5025
64.737,static,VCCAUX_PMC_I,A,0.088
64.737,static,VCCAUX_PMC,W,0.132
65.239,static,VCCINT_V,V,0.805
65.239,static,VCCINT_I,A,4.5267
65.289,static,VCCINT,W,4.1507
65.289,static,VCC_SOC_V,V,0.8062
65.289,static,VCC_SOC_I,A,3.9202
65.289,static,VCC_SOC,W,3.1473
65.289,static,VCC_PMC_V,V,0.8775
65.289,static,VCC_PMC_I,A,0.152
65.289,static,VCC_PMC,W,0.1336
65.289,static,VCC_PSFP_V,V,0.8813
65.289,static,VCC_PSFP_I,A,0.1904
65.289,static,VCC_PSFP,W,0.1709
65.289,static,VCC_PSLP_CPM5_V,V,0.8788
65.289,static,VCC_PSLP_CPM5_I,A,1.9585
65.340,static,VCC_PSLP_CPM5,W,1.7259
65.340,static,VCC1V1_LP4_V,V,1.1013
65.340,static,VCC1V1_LP4_I,A,1.105
65.340,static,VCC1V1_LP4,W,1.211
65.340,static,VCCAUX_V,V,1.5037
65.340,static,VCCAUX_I,A,0.758
65.340,static,VCCAUX,W,1.1414
65.340,static,VCCAUX_PMC_V,V,1.5037
65.340,static,VCCAUX_PMC_I,A,0.0875
65.340,static,VCCAUX_PMC,W,0.132
65.842,static,VCCINT_V,V,0.805
65.842,static,VCCINT_I,A,5.0248
65.842,static,VCCINT,W,4.0286
65.892,static,VCC_SOC_V,V,0.8062
65.892,static,VCC_SOC_I,A,3.9202
65.892,static,VCC_SOC,W,3.1473
65.892,static,VCC_PMC_V,V,0.8788
65.892,static,VCC_PMC_I,A,0.152
65.892,static,VCC_PMC,W,0.1336
65.892,static,VCC_PSFP_V,V,0.88
65.892,static,VCC_PSFP_I,A,0.1904
65.892,static,VCC_PSFP,W,0.1679
65.892,static,VCC_PSLP_CPM5_V,V,0.8788
65.892,static,VCC_PSLP_CPM5_I,A,1.959
65.892,static,VCC_PSLP_CPM5,W,1.7259
65.943,static,VCC1V1_LP4_V,V,1.1013
65.943,static,VCC1V1_LP4_I,A,1.085
65.943,static,VCC1V1_LP4,W,1.1953
65.943,static,VCCAUX_V,V,1.5025
65.943,static,VCCAUX_I,A,0.7585
65.943,static,VCCAUX,W,1.1414
65.943,static,VCCAUX_PMC_V,V,1.5025
65.943,static,VCCAUX_PMC_I,A,0.088
65.943,static,VCCAUX_PMC,W,0.132
66.495,static,VCCINT_V,V,0.805
66.495,static,VCCINT_I,A,4.5267
66.495,static,VCCINT,W,3.6624
66.495,static,VCC_SOC_V,V,0.8062
66.495,static,VCC_SOC_I,A,3.95
66.495,static,VCC_SOC,W,3.1855
66.495,static,VCC_PMC_V,V,0.8775
66.495,static,VCC_PMC_I,A,0.1525
66.495,static,VCC_PMC,W,0.1344
66.495,static,VCC_PSFP_V,V,0.88
66.495,static,VCC_PSFP_I,A,0.1985
66.495,static,VCC_PSFP,W,0.174
66.495,static,VCC_PSLP_CPM5_V,V,0.8788
66.495,static,VCC_PSLP_CPM5_I,A,1.9596
66.495,static,VCC_PSLP_CPM5,W,1.7259
66.495,static,VCC1V1_LP4_V,V,1.1013
66.545,static,VCC1V1_LP4_I,A,1.085
66.545,static,VCC1V1_LP4,W,1.1953
66.545,static,VCCAUX_V,V,1.5037
66.545,static,VCCAUX_I,A,0.758
66.545,static,VCCAUX,W,1.1414
66.545,static,VCCAUX_PMC_V,V,1.5025
66.545,static,VCCAUX_PMC_I,A,0.088
66.545,static,VCCAUX_PMC,W,0.132
67.047,static,VCCINT_V,V,0.805
67.047,static,VCCINT_I,A,5.474
67.098,static,VCCINT,W,4.3948
67.098,static,VCC_SOC_V,V,0.805
67.098,static,VCC_SOC_I,A,3.9248
67.098,static,VCC_SOC,W,3.1473
67.098,static,VCC_PMC_V,V,0.8775
67.098,static,VCC_PMC_I,A,0.152
67.098,static,VCC_PMC,W,0.1336
67.098,static,VCC_PSFP_V,V,0.88
67.098,static,VCC_PSFP_I,A,0.193
67.098,static,VCC_PSFP,W,0.1709
67.098,static,VCC_PSLP_CPM5_V,V,0.8788
67.148,static,VCC_PSLP_CPM5_I,A,1.959
67.148,static,VCC_PSLP_CPM5,W,1.7213
67.148,static,VCC1V1_LP4_V,V,1.1025
67.148,static,VCC1V1_LP4_I,A,1.085
67.148,static,VCC1V1_LP4,W,1.1953
67.148,static,VCCAUX_V,V,1.5037
67.148,static,VCCAUX_I,A,0.759
67.148,static,VCCAUX,W,1.1414
67.148,static,VCCAUX_PMC_V,V,1.5025
67.148,static,VCCAUX_PMC_I,A,0.0875
67.148,static,VCCAUX_PMC,W,0.132
67.650,static,VCCINT_V,V,0.805
67.650,static,VCCINT_I,A,4.8978
67.650,static,VCCINT,W,4.0286
67.701,static,VCC_SOC_V,V,0.8062
67.701,static,VCC_SOC_I,A,3.9553
67.701,static,VCC_SOC,W,3.1855
67.701,static,VCC_PMC_V,V,0.8788
67.701,static,VCC_PMC_I,A,0.152
67.701,static,VCC_PMC,W,0.1328
67.701,static,VCC_PSFP_V,V,0.8813
67.701,static,VCC_PSFP_I,A,0.1961
67.701,static,VCC_PSFP,W,0.174
67.701,static,VCC_PSLP_CPM5_V,V,0.8788
67.701,static,VCC_PSLP_CPM5_I,A,1.959
67.751,static,VCC_PSLP_CPM5,W,1.7213
67.751,static,VCC1V1_LP4_V,V,1.1025
67.751,static,VCC1V1_LP4_I,A,1.09
67.751,static,VCC1V1_LP4,W,1.1953
67.751,static,VCCAUX_V,V,1.5025
67.751,static,VCCAUX_I,A,0.7595
67.751,static,VCCAUX,W,1.1414
67.751,static,VCCAUX_PMC_V,V,1.5025
67.751,static,VCCAUX_PMC_I,A,0.088
67.751,static,VCCAUX_PMC,W,0.132
68.303,static,VCCINT_V,V,0.8062
68.303,static,VCCINT_I,A,4.7513
68.303,static,VCCINT,W,3.7845
68.303,static,VCC_SOC_V,V,0.8062
68.303,static,VCC_SOC_I,A,3.9301
68.303,static,VCC_SOC,W,3.1664
68.303,static,VCC_PMC_V,V,0.8788
68.303,static,VCC_PMC_I,A,0.152
68.303,static,VCC_PMC,W,0.1336
68.303,static,VCC_PSFP_V,V,0.88
68.303,static,VCC_PSFP_I,A,0.19
68.303,static,VCC_PSFP,W,0.1679
68.303,static,VCC_PSLP_CPM5_V,V,0.8788
68.303,static,VCC_PSLP_CPM5_I,A,1.9585
68.303,static,VCC_PSLP_CPM5,W,1.7167
68.354,static,VCC1V1_LP4_V,V,1.1025
68.354,static,VCC1V1_LP4_I,A,1.085
68.354,static,VCC1V1_LP4,W,1.1875
68.354,static,VCCAUX_V,V,1.5037
68.354,static,VCCAUX_I,A,0.7599
68.354,static,VCCAUX,W,1.1414
68.354,static,VCCAUX_PMC_V,V,1.5025
68.354,static,VCCAUX_PMC_I,A,0.088
68.354,static,VCCAUX_PMC,W,0.132
68.905,static,VCCINT_V,V,0.805
68.906,static,VCCINT_I,A,5.1517
68.906,static,VCCINT,W,4.1507
68.906,static,VCC_SOC_V,V,0.8062
68.906,static,VCC_SOC_I,A,3.9202
68.906,static,VCC_SOC,W,3.1473
68.906,static,VCC_PMC_V,V,0.8775
68.906,static,VCC_PMC_I,A,0.1515
68.906,static,VCC_PMC,W,0.1328
68.906,static,VCC_PSFP_V,V,0.8813
68.906,static,VCC_PSFP_I,A,0.1911
68.906,static,VCC_PSFP,W,0.1679
68.956,static,VCC_PSLP_CPM5_V,V,0.8775
68.956,static,VCC_PSLP_CPM5_I,A,1.9585
68.956,static,VCC_PSLP_CPM5,W,1.7167
68.956,static,VCC1V1_LP4_V,V,1.1025
68.956,static,VCC1V1_LP4_I,A,1.085
68.956,static,VCC1V1_LP4,W,1.1953
68.956,static,VCCAUX_V,V,1.5037
68.956,static,VCCAUX_I,A,0.759
68.956,static,VCCAUX,W,1.1414
68.956,static,VCCAUX_PMC_V,V,1.5037
68.956,static,VCCAUX_PMC_I,A,0.0875
68.956,static,VCCAUX_PMC,W,0.132
69.508,static,VCCINT_V,V,0.805
69.508,static,VCCINT_I,A,4.7513
69.508,static,VCCINT,W,3.7845
69.508,static,VCC_SOC_V,V,0.8062
69.509,static,VCC_SOC_I,A,3.9248
69.509,static,VCC_SOC,W,3.1473
69.509,static,VCC_PMC_V,V,0.8775
69.509,static,VCC_PMC_I,A,0.152
69.509,static,VCC_PMC,W,0.1328
69.509,static,VCC_PSFP_V,V,0.88
69.509,static,VCC_PSFP_I,A,0.324
69.509,static,VCC_PSFP,W,0.2838
69.559,static,VCC_PSLP_CPM5_V,V,0.8788
69.559,static,VCC_PSLP_CPM5_I,A,1.9596
69.559,static,VCC_PSLP_CPM5,W,1.7213
69.559,static,VCC1V1_LP4_V,V,1.1013
69.559,static,VCC1V1_LP4_I,A,1.085
69.559,static,VCC1V1_LP4,W,1.1953
69.559,static,VCCAUX_V,V,1.5037
69.559,static,VCCAUX_I,A,0.758
69.559,static,VCCAUX,W,1.1414
69.559,static,VCCAUX_PMC_V,V,1.5025
69.559,static,VCCAUX_PMC_I,A,0.088
69.559,static,VCCAUX_PMC,W,0.132
70.111,static,VCCINT_V,V,0.805
70.111,static,VCCINT_I,A,4.6976
70.111,static,VCCINT,W,3.7845
70.111,static,VCC_SOC_V,V,0.8062
70.111,static,VCC_SOC_I,A,3.9248
70.111,static,VCC_SOC,W,3.1473
70.111,static,VCC_PMC_V,V,0.8775
70.111,static,VCC_PMC_I,A,0.1515
70.111,static,VCC_PMC,W,0.1328
70.111,static,VCC_PSFP_V,V,0.88
70.111,static,VCC_PSFP_I,A,0.1904
70.111,static,VCC_PSFP,W,0.1679
70.111,static,VCC_PSLP_CPM5_V,V,0.8775
70.111,static,VCC_PSLP_CPM5_I,A,1.959
70.161,static,VCC_PSLP_CPM5,W,1.7167
70.161,static,VCC1V1_LP4_V,V,1.1025
70.161,static,VCC1V1_LP4_I,A,1.085
70.161,static,VCC1V1_LP4,W,1.1953
70.161,static,VCCAUX_V,V,1.5037
70.161,static,VCCAUX_I,A,0.7585
70.161,static,VCCAUX,W,1.1414
70.161,static,VCCAUX_PMC_V,V,1.5025
70.161,static,VCCAUX_PMC_I,A,0.088
70.161,static,VCCAUX_PMC,W,0.132
70.713,static,VCCINT_V,V,0.805
70.713,static,VCCINT_I,A,4.8002
70.713,static,VCCINT,W,3.7845
70.713,static,VCC_SOC_V,V,0.8062
70.713,static,VCC_SOC_I,A,3.9347
70.713,static,VCC_SOC,W,3.1664
70.713,static,VCC_PMC_V,V,0.8788
70.713,static,VCC_PMC_I,A,0.152
70.713,static,VCC_PMC,W,0.1328
70.713,static,VCC_PSFP_V,V,0.88
70.713,static,VCC_PSFP_I,A,0.453
70.764,static,VCC_PSFP,W,0.3968
70.764,static,VCC_PSLP_CPM5_V,V,0.8788
70.764,static,VCC_PSLP_CPM5_I,A,1.9596
70.764,static,VCC_PSLP_CPM5,W,1.7259
70.764,static,VCC1V1_LP4_V,V,1.1025
70.764,static,VCC1V1_LP4_I,A,1.09
70.764,static,VCC1V1_LP4,W,1.1953
70.764,static,VCCAUX_V,V,1.5037
70.764,static,VCCAUX_I,A,0.7599
70.764,static,VCCAUX,W,1.1445
70.764,static,VCCAUX_PMC_V,V,1.5025
70.814,static,VCCAUX_PMC_I,A,0.088
70.814,static,VCCAUX_PMC,W,0.132
71.316,static,VCCINT_V,V,0.8062
71.316,static,VCCINT_I,A,4.7757
71.316,static,VCCINT,W,3.9065
71.317,static,VCC_SOC_V,V,0.8075
71.317,static,VCC_SOC_I,A,3.9248
71.317,static,VCC_SOC,W,3.1473
71.317,static,VCC_PMC_V,V,0.8788
71.317,static,VCC_PMC_I,A,0.152
71.317,static,VCC_PMC,W,0.1328
71.317,static,VCC_PSFP_V,V,0.88
71.317,static,VCC_PSFP_I,A,0.19
71.317,static,VCC_PSFP,W,0.1679
71.367,static,VCC_PSLP_CPM5_V,V,0.8788
71.367,static,VCC_PSLP_CPM5_I,A,1.959
71.367,static,VCC_PSLP_CPM5,W,1.7213
71.367,static,VCC1V1_LP4_V,V,1.1013
71.367,static,VCC1V1_LP4_I,A,1.085
71.367,static,VCC1V1_LP4,W,1.1953
71.367,static,VCCAUX_V,V,1.5037
71.367,static,VCCAUX_I,A,0.7595
71.367,static,VCCAUX,W,1.1414
71.367,static,VCCAUX_PMC_V,V,1.5025
71.367,static,VCCAUX_PMC_I,A,0.088
71.367,static,VCCAUX_PMC,W,0.132
71.919,static,VCCINT_V,V,0.805
71.919,static,VCCINT_I,A,4.8002
71.919,static,VCCINT,W,3.9065
71.919,static,VCC_SOC_V,V,0.8062
71.919,static,VCC_SOC_I,A,3.9301
71.919,static,VCC_SOC,W,3.1473
71.919,static,VCC_PMC_V,V,0.8788
71.919,static,VCC_PMC_I,A,0.152
71.919,static,VCC_PMC,W,0.1328
71.919,static,VCC_PSFP_V,V,0.8813
71.919,static,VCC_PSFP_I,A,0.1965
71.919,static,VCC_PSFP,W,0.174
71.969,static,VCC_PSLP_CPM5_V,V,0.8775
71.969,static,VCC_PSLP_CPM5_I,A,1.959
71.969,static,VCC_PSLP_CPM5,W,1.7167
71.969,static,VCC1V1_LP4_V,V,1.1025
71.969,static,VCC1V1_LP4_I,A,1.09
71.969,static,VCC1V1_LP4,W,1.1953
71.969,static,VCCAUX_V,V,1.5037
71.969,static,VCCAUX_I,A,0.7595
71.969,static,VCCAUX,W,1.1414
71.969,static,VCCAUX_PMC_V,V,1.5025
71.969,static,VCCAUX_PMC_I,A,0.0875
71.969,static,VCCAUX_PMC,W,0.132
72.521,static,VCCINT_V,V,0.805
72.522,static,VCCINT_I,A,4.8002
72.522,static,VCCINT,W,3.7845
72.522,static,VCC_SOC_V,V,0.8062
72.522,static,VCC_SOC_I,A,3.9248
72.522,static,VCC_SOC,W,3.1473
72.522,static,VCC_PMC_V,V,0.8775
72.522,static,VCC_PMC_I,A,0.1515
72.522,static,VCC_PMC,W,0.1328
72.572,static,VCC_PSFP_V,V,0.8813
72.572,static,VCC_PSFP_I,A,0.1925
72.572,static,VCC_PSFP,W,0.1679
72.572,static,VCC_PSLP_CPM5_V,V,0.8775
72.572,static,VCC_PSLP_CPM5_I,A,1.959
72.572,static,VCC_PSLP_CPM5,W,1.7167
72.572,static,VCC1V1_LP4_V,V,1.1013
72.572,static,VCC1V1_LP4_I,A,1.11
72.572,static,VCC1V1_LP4,W,1.1953
72.572,static,VCCAUX_V,V,1.5037
72.572,static,VCCAUX_I,A,0.759
72.572,static,VCCAUX,W,1.1414
72.622,static,VCCAUX_PMC_V,V,1.5037
72.622,static,VCCAUX_PMC_I,A,0.0875
72.622,static,VCCAUX_PMC,W,0.132
73.124,static,VCCINT_V,V,0.805
73.124,static,VCCINT_I,A,5.1762
73.124,static,VCCINT,W,4.1507
73.124,static,VCC_SOC_V,V,0.8062
73.124,static,VCC_SOC_I,A,3.9248
73.124,static,VCC_SOC,W,3.1473
73.124,static,VCC_PMC_V,V,0.8775
73.124,static,VCC_PMC_I,A,0.152
73.124,static,VCC_PMC,W,0.1328
73.124,static,VCC_PSFP_V,V,0.88
73.174,static,VCC_PSFP_I,A,0.1904
73.174,static,VCC_PSFP,W,0.1679
73.174,static,VCC_PSLP_CPM5_V,V,0.8788
73.174,static,VCC_PSLP_CPM5_I,A,1.9585
73.174,static,VCC_PSLP_CPM5,W,1.7213
73.174,static,VCC1V1_LP4_V,V,1.1013
73.174,static,VCC1V1_LP4_I,A,1.085
73.174,static,VCC1V1_LP4,W,1.1953
73.174,static,VCCAUX_V,V,1.5025
73.174,static,VCCAUX_I,A,0.7575
73.174,static,VCCAUX,W,1.1414
73.174,static,VCCAUX_PMC_V,V,1.5025
73.224,static,VCCAUX_PMC_I,A,0.088
73.224,static,VCCAUX_PMC,W,0.132
73.727,static,VCCINT_V,V,0.805
73.727,static,VCCINT_I,A,5.0492
73.727,static,VCCINT,W,4.0286
73.727,static,VCC_SOC_V,V,0.8062
73.727,static,VCC_SOC_I,A,3.9248
73.727,static,VCC_SOC,W,3.1473
73.727,static,VCC_PMC_V,V,0.8788
73.727,static,VCC_PMC_I,A,0.152
73.727,static,VCC_PMC,W,0.1328
73.727,static,VCC_PSFP_V,V,0.88
73.727,static,VCC_PSFP_I,A,0.3734
73.727,static,VCC_PSFP,W,0.3266
73.777,static,VCC_PSLP_CPM5_V,V,0.8775
73.777,static,VCC_PSLP_CPM5_I,A,1.959
73.777,static,VCC_PSLP_CPM5,W,1.7167
73.777,static,VCC1V1_LP4_V,V,1.1025
73.777,static,VCC1V1_LP4_I,A,1.145
73.777,static,VCC1V1_LP4,W,1.2657
73.777,static,VCCAUX_V,V,1.5037
73.777,static,VCCAUX_I,A,0.7575
73.777,static,VCCAUX,W,1.1414
73.777,static,VCCAUX_PMC_V,V,1.5025
73.777,static,VCCAUX_PMC_I,A,0.088
73.827,static,VCCAUX_PMC,W,0.132
74.329,static,VCCINT_V,V,0.805
74.329,static,VCCINT_I,A,4.9515
74.329,static,VCCINT,W,4.1507
74.329,static,VCC_SOC_V,V,0.8062
74.329,static,VCC_SOC_I,A,3.9248
74.329,static,VCC_SOC,W,3.1473
74.329,static,VCC_PMC_V,V,0.8775
74.329,static,VCC_PMC_I,A,0.152
74.329,static,VCC_PMC,W,0.1328
74.379,static,VCC_PSFP_V,V,0.88
74.379,static,VCC_PSFP_I,A,0.1904
74.379,static,VCC_PSFP,W,0.1679
74.379,static,VCC_PSLP_CPM5_V,V,0.8775
74.379,static,VCC_PSLP_CPM5_I,A,1.959
74.379,static,VCC_PSLP_CPM5,W,1.7213
74.379,static,VCC1V1_LP4_V,V,1.1013
74.379,static,VCC1V1_LP4_I,A,1.09
74.379,static,VCC1V1_LP4,W,1.2032
74.379,static,VCCAUX_V,V,1.5025
74.379,static,VCCAUX_I,A,0.759
74.379,static,VCCAUX,W,1.1414
74.430,static,VCCAUX_PMC_V,V,1.5025
74.430,static,VCCAUX_PMC_I,A,0.0875
74.430,static,VCCAUX_PMC,W,0.132
74.932,static,VCCINT_V,V,0.805
74.932,static,VCCINT_I,A,5.0492
74.932,static,VCCINT,W,4.1507
74.932,static,VCC_SOC_V,V,0.8062
74.932,static,VCC_SOC_I,A,3.9248
74.932,static,VCC_SOC,W,3.1664
74.932,static,VCC_PMC_V,V,0.8788
74.932,static,VCC_PMC_I,A,0.1515
74.932,static,VCC_PMC,W,0.1328
74.982,static,VCC_PSFP_V,V,0.8813
74.982,static,VCC_PSFP_I,A,0.19
74.982,static,VCC_PSFP,W,0.1679
74.982,static,VCC_PSLP_CPM5_V,V,0.8775
74.982,static,VCC_PSLP_CPM5_I,A,1.9596
74.982,static,VCC_PSLP_CPM5,W,1.7213
74.982,static,VCC1V1_LP4_V,V,1.1013
74.982,static,VCC1V1_LP4_I,A,1.09
74.982,static,VCC1V1_LP4,W,1.1953
74.982,static,VCCAUX_V,V,1.5037
74.982,static,VCCAUX_I,A,0.7595
74.982,static,VCCAUX,W,1.1414
75.032,static,VCCAUX_PMC_V,V,1.5037
75.032,static,VCCAUX_PMC_I,A,0.088
75.032,static,VCCAUX_PMC,W,0.132
75.535,static,VCCINT_V,V,0.805
75.535,static,VCCINT_I,A,5.2982
75.535,static,VCCINT,W,4.2728
75.535,static,VCC_SOC_V,V,0.8062
75.535,static,VCC_SOC_I,A,3.9248
75.535,static,VCC_SOC,W,3.1473
75.535,static,VCC_PMC_V,V,0.8775
75.535,static,VCC_PMC_I,A,0.152
75.535,static,VCC_PMC,W,0.1328
75.535,static,VCC_PSFP_V,V,0.88
75.585,static,VCC_PSFP_I,A,0.19
75.585,static,VCC_PSFP,W,0.1679
75.585,static,VCC_PSLP_CPM5_V,V,0.8788
75.585,static,VCC_PSLP_CPM5_I,A,1.9585
75.585,static,VCC_PSLP_CPM5,W,1.7213
75.585,static,VCC1V1_LP4_V,V,1.1013
75.585,static,VCC1V1_LP4_I,A,1.09
75.585,static,VCC1V1_LP4,W,1.1953
75.585,static,VCCAUX_V,V,1.5025
75.585,static,VCCAUX_I,A,0.7595
75.585,static,VCCAUX,W,1.1414
75.585,static,VCCAUX_PMC_V,V,1.5025
75.635,static,VCCAUX_PMC_I,A,0.088
75.635,static,VCCAUX_PMC,W,0.132
76.137,static,VCCINT_V,V,0.805
76.137,static,VCCINT_I,A,5.0736
76.137,static,VCCINT,W,4.0286
76.137,static,VCC_SOC_V,V,0.8075
76.137,static,VCC_SOC_I,A,3.94
76.137,static,VCC_SOC,W,3.1664
76.137,static,VCC_PMC_V,V,0.8775
76.188,static,VCC_PMC_I,A,0.152
76.188,static,VCC_PMC,W,0.1336
76.188,static,VCC_PSFP_V,V,0.88
76.188,static,VCC_PSFP_I,A,0.1925
76.188,static,VCC_PSFP,W,0.1679
76.188,static,VCC_PSLP_CPM5_V,V,0.8775
76.188,static,VCC_PSLP_CPM5_I,A,1.959
76.188,static,VCC_PSLP_CPM5,W,1.7213
76.188,static,VCC1V1_LP4_V,V,1.1025
76.188,static,VCC1V1_LP4_I,A,1.09
76.188,static,VCC1V1_LP4,W,1.1953
76.188,static,VCCAUX_V,V,1.5037
76.238,static,VCCAUX_I,A,0.7575
76.238,static,VCCAUX,W,1.1414
76.238,static,VCCAUX_PMC_V,V,1.5037
76.238,static,VCCAUX_PMC_I,A,0.088
76.238,static,VCCAUX_PMC,W,0.1328
76.740,static,VCCINT_V,V,0.805
76.740,static,VCCINT_I,A,5.0248
76.740,static,VCCINT,W,4.1507
76.740,static,VCC_SOC_V,V,0.805
76.740,static,VCC_SOC_I,A,3.9347
76.740,static,VCC_SOC,W,3.1664
76.740,static,VCC_PMC_V,V,0.8775
76.740,static,VCC_PMC_I,A,0.152
76.740,static,VCC_PMC,W,0.1328
76.790,static,VCC_PSFP_V,V,0.88
76.790,static,VCC_PSFP_I,A,0.1904
76.790,static,VCC_PSFP,W,0.1679
76.790,static,VCC_PSLP_CPM5_V,V,0.8788
76.790,static,VCC_PSLP_CPM5_I,A,1.959
76.790,static,VCC_PSLP_CPM5,W,1.7213
76.790,static,VCC1V1_LP4_V,V,1.1025
76.790,static,VCC1V1_LP4_I,A,1.085
76.790,static,VCC1V1_LP4,W,1.1953
76.790,static,VCCAUX_V,V,1.5025
76.790,static,VCCAUX_I,A,0.758
76.790,static,VCCAUX,W,1.1414
76.841,static,VCCAUX_PMC_V,V,1.5025
76.841,static,VCCAUX_PMC_I,A,0.088
76.841,static,VCCAUX_PMC,W,0.132
77.342,static,VCCINT_V,V,0.805
77.342,static,VCCINT_I,A,4.7269
77.342,static,VCCINT,W,3.7845
77.342,static,VCC_SOC_V,V,0.8062
77.342,static,VCC_SOC_I,A,3.9248
77.342,static,VCC_SOC,W,3.1473
77.342,static,VCC_PMC_V,V,0.8775
77.342,static,VCC_PMC_I,A,0.1515
77.392,static,VCC_PMC,W,0.1328
77.392,static,VCC_PSFP_V,V,0.88
77.392,static,VCC_PSFP_I,A,0.1904
77.392,static,VCC_PSFP,W,0.1679
77.392,static,VCC_PSLP_CPM5_V,V,0.8788
77.392,static,VCC_PSLP_CPM5_I,A,1.959
77.392,static,VCC_PSLP_CPM5,W,1.7213
77.392,static,VCC1V1_LP4_V,V,1.1025
77.392,static,VCC1V1_LP4_I,A,1.09
77.392,static,VCC1V1_LP4,W,1.1953
77.392,static,VCCAUX_V,V,1.5037
77.392,static,VCCAUX_I,A,0.7595
77.443,static,VCCAUX,W,1.1414
77.443,static,VCCAUX_PMC_V,V,1.5037
77.443,static,VCCAUX_PMC_I,A,0.0875
77.443,static,VCCAUX_PMC,W,0.132
77.945,static,VCCINT_V,V,0.805
77.945,static,VCCINT_I,A,4.4241
77.945,static,VCCINT,W,3.5403
77.945,static,VCC_SOC_V,V,0.805
77.945,static,VCC_SOC_I,A,3.9202
77.995,static,VCC_SOC,W,3.1473
77.995,static,VCC_PMC_V,V,0.8775
77.995,static,VCC_PMC_I,A,0.152
77.995,static,VCC_PMC,W,0.1328
77.995,static,VCC_PSFP_V,V,0.88
